Query                Country               City                                                Org                                                                                
195.244.3.250        United Kingdom        Glastonbury                                         TS CIP Customer Access                                                             
212.104.149.245      United Kingdom        Exeter                                              Kcom Group Limited                                                                 
217.138.166.226      United Kingdom        City of Westminster                                 Venus Business Communications Limited                                              
193.9.15.39          United Kingdom        Hove                                                                                                                                   
87.236.132.73        United Kingdom        London                                              Aldwyck Housing Association                                                        
89.213.34.71         United Kingdom        Neath                                               Gamma DSL                                                                          
185.123.180.18       United Kingdom        London                                              Globalgig Limited                                                                  
81.134.179.203       United Kingdom        London                                                                                                                                 
51.104.37.110        United Kingdom        Cardiff                                             Microsoft Azure Cloud (ukwest)                                                     
45.150.140.73        United Kingdom        Manchester                                          Telcom Networks Limited                                                            
164.39.129.90        United Kingdom        Ilford                                              Gamma DSL                                                                          
82.68.54.219         United Kingdom        Bromsgrove                                          Zen Internet Ltd                                                                   
185.192.159.44       United Kingdom        Waltham Forest                                      Cancom Managed Services LTD                                                        
88.98.188.130        United Kingdom        Manchester                                          Zen Internet Ltd                                                                   
212.250.37.202       United Kingdom        Bristol                                             Catex U K Inc                                                                      
188.39.43.138        United Kingdom        Milton Keynes                                       ENTANET International Limited                                                      
62.172.107.245       United Kingdom        Lincoln                                             Btnet                                                                              
193.203.88.230       United Kingdom        London                                              Sohonet Ltd                                                                        
192.82.56.52         Malaysia              Kuala Lumpur                                                                                                                           
51.219.206.178       United Kingdom        Bollington                                          Gamma Telecom Limited                                                              
161.12.58.178        United Kingdom        Ealing                                                                                                                                 
91.143.67.57         United Kingdom        Lambeth                                             AgeConcern                                                                         
109.111.220.116      United Kingdom        Crewe                                               M247 UK Ltd                                                                        
217.137.152.101      United Kingdom        Cardiff                                             TalkTalk                                                                           
81.105.221.232       United Kingdom        Halifax                                                                                                                                
193.115.197.246      United Kingdom        Enfield                                             Virtual1 Limited                                                                   
194.74.43.34         United Kingdom        Birmingham                                          Btnet                                                                              
51.148.136.131       United Kingdom        Manchester                                          Zen Internet Ltd                                                                   
117.239.155.165      India                 Kochi                                               Yogakshemam Group                                                                  
117.213.57.128       India                 Thrissur                                                                                                                               
45.116.2.90          India                 Vagator                                             Ethernet Xpress Pvt. Ltd.                                                          
150.107.193.36       India                 Chennai                                                                                                                                
103.50.7.146         India                 Faridabad                                                                                                                              
182.74.100.62        India                 New Delhi                                           Bharti Airtel Limited                                                              
125.16.48.46         India                 Faridabad                                           Bharti Airtel Limited                                                              
103.251.49.81        India                 Mumbai                                                                                                                                 
125.63.102.134       India                 New Delhi                                           Shyam Spectra Pvt Ltd                                                              
49.50.75.76          India                 Noida                                                                                                                                  
27.113.255.150       India                 Bhavnagar                                                                                                                              
27.54.168.196        India                 Ahmedabad                                                                                                                              
182.71.215.218       India                 Bengaluru                                           Skipper Limited                                                                    
122.176.75.218       India                 New Delhi                                           Bharti Telenet Ltd.                                                                
117.251.23.63        India                 Pathanāmthitta                                                                                                                        
117.247.186.12       India                 Kochi                                                                                                                                  
103.79.9.236         India                 Ahmedabad                                           Ranchhodrai Telecom Pvt Ltd                                                        
122.187.217.190      India                 Mumbai                                              Bharti Telenet Ltd.                                                                
103.121.152.82       India                 Pune                                                Asg Telecom Pvt Ltd                                                                
115.97.58.90         India                 Chennai                                             Hathway Cable and Datacom Limited                                                  
3.109.238.142        India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
103.12.133.19        India                 Noida                                               PERFECT-INTERNET                                                                   
14.97.117.114        India                 Navi Mumbai                                         Tata Teleservices LTD Cdma                                                         
115.113.255.42       India                 New Delhi                                           Tata Communications Limited                                                        
122.179.133.148      India                 Ahmedabad                                           Bharti Airtel Ltd.                                                                 
45.121.3.130         India                 Patna                                               Railtel                                                                            
13.235.195.131       India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
103.72.73.67         India                 Mumbai                                              Seven Star Digital Network Private Limited                                         
14.97.42.28          India                 Chennai                                             Tata Teleservices LTD Cdma                                                         
112.196.82.106       India                 Ludhiana                                                                                                                               
164.52.208.79        India                 Noida                                               E2E Networks Limited                                                               
121.244.102.182      India                 Bengaluru                                           VSNL                                                                               
125.16.48.126        India                 Faridabad                                           Bharti Airtel Limited                                                              
103.106.23.44        India                 Ahmedabad                                           B-21 Bhuyangdev Society                                                            
61.246.87.242        India                 Bengaluru                                           Bharti Airtel Limited                                                              
27.54.176.212        India                 Bharūch                                            Ishan Netsol Pvt Ltd                                                               
103.133.58.9         India                 Yamunanagar                                                                                                                            
1.7.220.123          India                 Navi Mumbai                                         Sify Limited                                                                       
14.98.225.46         India                 Chennai                                             Tata Teleservices LTD Cdma                                                         
59.92.233.90         India                 Chennai                                                                                                                                
65.0.141.67          India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
103.60.137.61        India                 Chennai                                             Velocity Internet India Private Ltd                                                
175.101.148.42       India                 Mandapeta                                           Excell Media Pvt Ltd                                                               
117.242.152.98       India                 Guwahati                                            NIB                                                                                
3.6.199.88           India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
103.101.108.130      India                 Indore                                              Sharplink Wireless Solution Pvt Ltd                                                
216.48.190.22        India                 New Delhi                                           E2E Networks Limited                                                               
103.248.208.198      India                 Hyderabad                                           Viswaroopa Info Services India Private Ltd                                         
43.241.125.79        India                 Kalyān                                                                                                                                
103.209.17.22        India                 Howrah                                              Sharktel Infocom Private Limited                                                   
122.166.152.198      India                 Bengaluru                                           BHARTI                                                                             
14.140.251.178       India                 Delhi                                               Tata Communications Limited                                                        
106.51.231.78        India                 Bengaluru                                           Atria Convergence Technologies Pvt. Ltd.                                           
65.2.94.172          India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
103.251.17.147       India                 Surat                                               Gtpl Broadband Pvt. Ltd.                                                           
117.240.214.51       India                 New Delhi                                           NIB                                                                                
122.160.173.225      India                 New Delhi                                           Abts Delhi                                                                         
175.101.65.201       India                 Vijayawada                                          Excell Media Pvt Ltd                                                               
144.48.250.34        India                 Vadodara                                            Netwire Internet Solutions PVT LTD                                                 
103.88.135.202       India                 Jamshedpur                                          Ashok Secure Broadband Network Pvt Ltd                                             
121.240.212.15       India                 Bardhaman                                           VSNL                                                                               
103.96.40.20         India                 Pune                                                Shree Balaji Infotech Solutions                                                    
103.211.153.54       India                 Mahābaleshwar                                      Soliton NetLink Pvt. Ltd.                                                          
103.248.60.62        India                 Navi Mumbai                                         WEBWERKS                                                                           
150.107.117.2        India                 Ahmedabad                                                                                                                              
103.243.185.105      India                 Daman                                                                                                                                  
65.1.122.96          India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
182.74.212.254       India                 Mumbai                                              Bharti Airtel Ltd                                                                  
117.216.210.246      India                 Bengaluru                                                                                                                              
112.196.38.163       India                 Ludhiana                                                                                                                               
180.211.98.20        India                 Ahmedabad                                           Blazenet Pvt Ltd                                                                   
103.9.14.230         India                 Indore                                              Infranet Solutions                                                                 
183.82.2.138         India                 Hyderabad                                           Atria Convergence Technologies Pvt Ltd                                             
182.72.41.75         India                 Mumbai                                              Decimal Point Analytics Pvt. Ltd.                                                  
103.103.213.135      India                 Indore                                              Five Net Service Provider Pvt. Ltd.                                                
115.244.197.130      India                 Pune                                                Reliance Jio Infocomm Limited                                                      
182.156.235.142      India                 Chennai                                             Tata Teleservices Limited                                                          
120.72.92.150        India                 Vadodara                                            Blazenet Pvt Ltd                                                                   
43.240.10.172        India                 Surat                                                                                                                                  
103.66.211.77        India                 Mohali                                              Fastway Space Satellite Pvt. Ltd.                                                  
182.72.11.70         India                 New Delhi                                           Bharti Airtel                                                                      
103.122.230.7        India                 Bhopal                                              Galaxy Digitech India Private Limited                                              
113.193.189.82       India                 Pune                                                Tikona Digital Networks Pvt Ltd                                                    
52.66.23.245         India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
117.232.72.97        India                 Madurai                                             NIB                                                                                
103.11.119.220       India                 Mahesāna                                                                                                                              
223.196.12.101       India                 Hyderabad                                                                                                                              
123.255.250.166      India                 Coimbatore                                                                                                                             
122.186.167.106      India                 Mumbai                                              Bharti Telenet Ltd.                                                                
164.52.221.46        India                 Noida                                               E2E Networks Limited                                                               
13.235.211.5         India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
122.169.109.34       India                 Mumbai                                              ABTS-MUMBAI                                                                        
122.165.144.160      India                 Chennai                                             ABTS Tamilnadu                                                                     
113.212.85.172       India                 Ahmedabad                                           NIXI                                                                               
61.2.142.223         India                 Kochi                                                                                                                                  
125.16.247.110       India                 Bengaluru                                           Bharti Infotel Ltd.                                                                
115.112.188.76       India                 Ghaziabad                                           Tata Communications Limited                                                        
202.78.234.7         India                 Kolkata                                             Alliance Broadband Services Pvt. Ltd.                                              
103.163.224.38       India                 Dehradun                                            Doonbroadband Private Limited                                                      
115.247.117.94       India                 Surat                                               Reliance Jio Infocomm Limited                                                      
103.116.178.145      India                 Surat                                               City Broadband                                                                     
103.252.165.135      India                 Durgapur                                            South Kolkata Broadband Services Pvt Ltd                                           
65.1.184.145         India                 Mumbai                                              AWS EC2 (ap-south-1)                                                               
124.108.17.62        India                 Thāne                                              Advantus Corporate Infoserv Private Ltd                                            
203.109.95.91        India                 Surat                                               YOU Telecom India Pvt Ltd                                                          
182.156.218.114      India                 Bengaluru                                           Tata Tele Services GSM                                                             
115.112.253.253      India                 Ghaziabad                                           Tata Communications Limited                                                        
203.92.32.10         India                 Gurugram                                            Shyam Spectra Pvt Ltd                                                              
43.252.116.158       India                 Rajkot                                                                                                                                 
203.122.57.122       India                 Delhi                                               Shyam Spectra Pvt Ltd                                                              
103.109.176.58       India                 Gwalior                                             Pc Care Airway Infratel Private Limited                                            
14.139.237.34        India                 Lucknow                                             Dr. Ram Manohar Lohiya National Law University                                     
103.246.84.3         India                 Valsād                                             Gtpl Kaizen Infonet Pvt. Ltd.                                                      
45.127.121.58        India                 Pune                                                                                                                                   
14.97.160.174        India                 Bengaluru                                           Tata Teleservices LTD Cdma                                                         
122.186.47.34        India                 New Delhi                                           Bharti Telenet Ltd.                                                                
114.79.171.149       India                 Navi Mumbai                                         DVOIS                                                                              
115.247.150.234      India                 Tirupur                                             Reliance Jio Infocomm Limited                                                      
1.6.206.111          India                 Mumbai                                              Sify Limited                                                                       
45.117.73.114        India                 Mumbai                                              Netcom Enterprises PVT LTD                                                         
103.252.219.85       India                 Sirsa                                               Gurgaonconsultancy                                                                 
103.114.247.88       India                 Behror                                              Micronet It Services Private Limited                                               
103.206.128.58       India                 Gurugram                                            Elyzium                                                                            
124.123.40.47        India                 Hyderabad                                           Beam Telecom Pvt Ltd                                                               
117.196.212.49       India                 Pune                                                                                                                                   
119.226.219.227      India                 Bengaluru                                           Sify space                                                                         
103.29.156.30        India                 Mumbai                                              Vovinet Broadband Private Limited                                                  
103.81.15.66         India                 Gurugram                                            Syswall Telecom Pvt. Ltd.                                                          
115.242.158.38       India                 Indore                                              Reliance Jio Infocomm Limited                                                      
103.21.235.44        India                 Mysore                                                                                                                                 
103.148.144.39       India                 Prayagraj                                           Linkio Fibernet Pvt Ltd                                                            
103.70.201.153       India                 Delhi                                               Ultranet Infotech Solution Private Limited                                         
182.79.88.22         India                 Bhubaneswar                                         Bharti Airtel Limited                                                              
103.66.11.13         India                 Nālāgarh                                          Nitya Internet Private Limited                                                     
115.187.39.19        India                 Kolkata                                             Alliance Broadband Services Pvt. Ltd.                                              
115.243.79.178       India                 Mumbai                                              Reliance Jio Infocomm Limited                                                      
112.196.31.170       India                 Chandigarh                                          Hfcl Infotel LTD                                                                   
103.134.132.18       India                 Sonīpat                                            Skyrocket Network Solutions                                                        
182.48.255.114       India                 Badlapur                                            Dvois Broadband Pvt Ltd                                                            
103.170.90.126       India                 Noida                                               Myworld                                                                            
103.137.112.74       India                 Mumbai                                              Nuozen Telecom Private Limited                                                     
14.140.192.18        India                 Kolkata                                             Tata Communications Limited                                                        
182.72.24.194        India                 New Delhi                                           Bharti Airtel Limited                                                              
103.26.108.42        India                 Sivakasi                                            Niss network solution private limited                                              
122.170.12.123       India                 Mumbai                                              ABTS-MUMBAI                                                                        
45.126.11.12         India                 Surat                                               Quest Consultancy Pvt Ltd                                                          
103.96.223.59        India                 Bhopal                                              Smartlink Solutions Pvt. Ltd.                                                      
103.104.109.110      Italy                 Florence                                            Clienti Bitstream Dc                                                               
122.180.248.218      India                 New Delhi                                           Bharti Airtel Limited                                                              
14.99.211.211        India                 Kolkata                                             Tata Teleservices LTD Cdma                                                         
203.145.138.78       India                 New Delhi                                           BHARTI                                                                             
203.90.77.242        India                 Noida                                               TIKONAINFINET                                                                      
139.5.26.90          India                 Mumbai                                                                                                                                 
114.143.173.114      India                 Pune                                                                                                                                   
124.123.68.66        India                 Chennai                                             Beam Telecom Pvt Ltd                                                               
203.109.81.161       India                 Mumbai                                              YOU Telecom India Pvt Ltd                                                          
183.82.98.14         India                 Hyderabad                                           Beam Telecom Pvt Ltd                                                               
14.97.221.66         India                 Bengaluru                                           Tata Teleservices LTD Cdma                                                         
202.65.147.170       India                 Hyderabad                                           Pioneer Elabs Ltd                                                                  
183.82.102.36        India                 Hyderabad                                           Beam Telecom Pvt Ltd                                                               
125.99.121.158       India                 Mumbai                                                                                                                                 
115.242.161.98       India                 Kochi                                               Reliance Jio Infocomm Limited                                                      
1.7.154.155          India                 Ranchi                                              Sify Limited                                                                       
125.63.88.218        India                 New Delhi                                           Shyam Spectra Pvt Ltd                                                              
103.197.141.26       India                 New Delhi                                           Power Grid Corporation of India Limited                                            
103.169.157.177      India                 Pune                                                Ventura Tech-Infra Projects Private Limited                                        
124.30.246.194       India                 Chennai                                             Sify space                                                                         
103.41.100.46        India                 Rajkot                                              Ishan Netsol Pvt Ltd                                                               
163.47.215.35        India                 Chandigarh                                          Netplus Broadband Services Private Limited                                         
122.186.97.142       India                 New Delhi                                           Bharti Telenet Ltd.                                                                
103.130.89.79        India                 Coimbatore                                                                                                                             
117.217.181.240      India                 Mysore                                                                                                                                 
103.135.47.61        India                 Namakkal                                                                                                                               
27.100.14.3          India                 New Delhi                                           Weebo networks Pvt. Ltd.                                                           
202.134.159.137      India                 Mumbai                                              Sevenstar                                                                          
1.6.52.14            India                 Navi Mumbai                                         Sify space                                                                         
122.187.126.117      India                 Hyderabad                                           Bharti Airtel Ltd                                                                  
103.125.62.110       India                 Bhiwandi                                            Jbn Online Private Limited                                                         
45.113.152.150       India                 Surat                                               Ishan Netsol Pvt Ltd                                                               
116.72.179.10        India                 Mumbai                                              Hathway Cable and Datacom Limited                                                  
122.186.97.162       India                 New Delhi                                           Bharti Airtel Ltd                                                                  
121.240.127.230      India                 Mumbai                                              VSNL                                                                               
43.228.231.150       India                 Ahmedabad                                           Vihaan Telecommunication Pvt. Ltd.                                                 
14.98.247.10         India                 Hyderabad                                           Tata Teleservices LTD Cdma                                                         
117.241.72.158       India                 Kannur                                                                                                                                 
146.88.25.95         India                 New Delhi                                           E2E Networks                                                                       
203.88.157.138       India                 Surat                                               YOU Telecom India Pvt Ltd                                                          
20.207.66.80         India                 Pune                                                Microsoft Azure Cloud (centralindia)                                               
122.160.172.15       India                 New Delhi                                           Abts Delhi                                                                         
49.249.43.194        India                 Gurugram                                            Tata Teleservices Limited                                                          
182.76.138.98        India                 Noida                                               Bharti Airtel Ltd                                                                  
115.112.245.28       India                 Ghaziabad                                           Tata Communications Limited                                                        
113.193.186.26       India                 Noida                                               Tikona Digital Networks Pvt.Ltd                                                    
103.42.163.208       India                 Navi Mumbai                                                                                                                            
125.18.84.146        India                 Mumbai                                              Bharti Infotel Ltd.                                                                
183.177.126.84       India                 Nagpur                                                                                                                                 
59.97.21.197         India                 Bengaluru                                                                                                                              
202.133.72.3         India                 Faridabad                                           Faridabad Netcom Pvt. Ltd.                                                         
121.241.108.49       India                 New Delhi                                           VSNL                                                                               
49.249.26.99         India                 Bengaluru                                           Tata Teleservices Limited                                                          
45.127.57.226        India                 Hyderabad                                           Pioneer Elabs Ltd                                                                  
14.97.22.90          India                 Vadodara                                            Tata Teleservices LTD Cdma                                                         
182.76.99.62         India                 Bengaluru                                           Bharti Airtel Limited                                                              
203.76.186.162       India                 Mumbai                                              Lytus Broadband Private Limited                                                    
115.112.188.208      India                 Ghaziabad                                           Tata Communications Limited                                                        
136.232.97.122       India                 Morādābād                                        Reliance Jio Infocomm Limited                                                      
122.180.5.246        India                 Gurugram                                            Bharti Airtel Limited                                                              
49.248.151.6         India                 Mumbai                                              Tata Teleservices (Maharashtra) Ltd                                                
115.242.182.30       India                 Kolkata                                             Reliance Jio Infocomm Limited                                                      
59.96.58.158         India                 Palakkad                                                                                                                               
27.109.8.178         India                 Ahmedabad                                           Blazenet Pvt Ltd                                                                   
103.194.89.82        India                 Noida                                               Elyzium Technologies Pvt. Ltd.                                                     
45.248.64.2          India                 Mumbai                                              Snet Networks Private Limited                                                      
59.96.57.65          India                 Chennai                                                                                                                                
106.51.126.104       India                 Bengaluru                                           Atria Convergence Technologies Pvt. Ltd.                                           
14.97.23.157         India                 Vadodara                                            Tata Teleservices LTD Cdma                                                         
123.201.101.210      India                 Pune                                                YOU Telecom India Pvt Ltd                                                          
115.178.102.26       India                 Bhilwara                                            Kappa  Private Limited                                                             
49.249.133.250       India                 Bengaluru                                           Tata Teleservices Limited -GSM Division                                            
115.110.173.36       India                 Hyderabad                                           TCISL                                                                              
117.254.196.214      India                 Nashik                                              Cdma Project                                                                       
122.170.106.162      India                 Mumbai                                              ABTS-MUMBAI                                                                        
